method,setting,example_id,question_type,level,question,gold_titles,retrieved_titles,any_evidence_recall@2,any_evidence_recall@5,any_evidence_recall@10,full_evidence_recall@2,full_evidence_recall@5,full_evidence_recall@10,partial_evidence_recall@2,partial_evidence_recall@5,partial_evidence_recall@10,reciprocal_rank_at_10,reciprocal_rank_at_50
rerank,pooled,5a8361b65542992ef85e22a0,bridge,hard,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Federation | Vince Phillips,"Vince Phillips | International Boxing Federation | Zab Judah | Ralph Charles | Bunny Grant | National Italian American Sports Hall of Fame | Andrew Murray (Guyanese boxer) | Jeff Malcolm | Fatai Onikeke | Chris Eubank Jr. | Dean Francis | Luke Blackledge | Rod Carr | Jermain Mackey | Julian Holland (boxer) | Henry Wharton (boxer) | Lawrence Austin | Scott Dixon (boxer) | Andre Thysse | Baseball Hall of Fame balloting, 1971 | Jim Shoulders | Reggie Jackson | Philadelphia Baseball Wall of Fame | Kurt Burris | Eddy Furniss | Ambrose Mendy | Reds Bagnell | Dizzy Dean | Mike Edwards (basketball) | 2007 Memorial Cup | Frank Thomas (designated hitter) | Brylan Van Artsdalen | Mickey Mantle | Jesse Hogan | Guy Randall-Johnson | Australian Correspondence Chess Championship | Champ Bailey | 2015 AFL Rising Star | Peter Kingston-Davey | Combat Zone Wrestling | WWE Extreme Rules | Androscoggin Bank Colisée | Tyler Kalinoski | Boss Bailey | Vance Powell | WWE One Night Stand | Curt Johnson (soccer) | 2002 Gran Premio Telmex-Gigante | List of leading Thoroughbred racehorses | Formula One drivers from Mexico",1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
rerank,pooled,5ae7ba7a5542993210983f12,bridge,hard,"What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks?",I Don't Wanna Know | Yeah! (Usher song),"Yeah! (Usher song) | Notorious (The Saturdays song) | Kill the Lights (Luke Bryan album) | What Lovers Do | Always (Saliva song) | Be the One (Poison song) | Stay (Sugarland song) | Higher (The Saturdays song) | Encore (Eminem song) | I've Been Working | Stay (Shakespears Sister song) | Omarion | Shut Up, Make Love | B Boy (song) | List of songs recorded by Ellie Goulding | Headlines! | Can't Help Myself | Icehouse (song) | Numb (Rihanna song) | Call Me Up in Dreamland | I Don't Wanna Know | Old 8×10 | Fearless (Eighth Wonder album) | Adam Craig (singer-songwriter) | Billy Ray Cyrus discography | Jamboree (Beat Happening album) | No Promises (Icehouse song) | Rebel Without a Pause | Delirium (Ellie Goulding album) | In It to Win It (Saliva album) | Reckless (Jeremy Camp album) | John Fogerty (album) | Still Restless | Love in Motion (song) | The Long Road Home | Perfect Day (Cascada album) | Dr. Freeze | The Last Embrace | In Death Reborn | Latice Crawford | Levolution (album) | Kingston Morning | Lonestar discography | Emotional Technology | Boots (EP) | Change Has Come | Graduation (album) | List of Billboard 200 number-one albums of 2002 | Poison (American band) | Innocent Records",1,1,1,0,0,0,0.5,0.5,0.5,1.0,1.0
rerank,pooled,5ac2acff55429921a00ab02b,bridge,hard,who is the younger brother of The episode guest stars of The Hard Easy ,Brian Doyle-Murray | The Hard Easy (Adventure Time),The Hard Easy (Adventure Time) | The Hard Easy (film) | Brother from Another Series | The Farm (The Office) | Roy's Wedding | Vanda &amp; Young | Episode 8 (Twin Peaks) | Alex Wolff | My Brother (2006 film) | Phil Mitchell | Patty and Selma | It's All Adam's Fault | Chris Hardwick | Mick Carter | Jeff Hephner | John Pappas | Zachary Throne | Double Trouble (U.S. TV series) | Filthy Rich &amp; Catflap | Nat and Alex Wolff | My Family (series 1) | Grampa Simpson | David Alden | General Hospital cast members | John Amos | Katie Landers | Lucas Grabeel | Robert Belushi | Changmin | Patrick Tatten | Steve Arbuckle | The House of Tiny Tearaways | Andy Milder | Sci Fi Science: Physics of the Impossible | David Mirkin | Please Twins! | Homer to the Max | Logan Lucky | A Few Best Men | William D. Russell (director) | Good Night (The Simpsons short) | Tara Strong | Tara Strong filmography | The Naked Brothers Band (album) | Operation Mojo | Johanna Bennett | Rough Shoot | Hanna–McEuen | Dirty Pretty Things (band) | House Rules (2003 TV series),1,1,1,0,0,0,0.5,0.5,0.5,1.0,1.0
rerank,pooled,5aba7cfe554299232ef4a2fd,bridge,hard,The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,2017–18 Wigan Athletic F.C. season | EFL Cup,2017–18 Wigan Athletic F.C. season | 2007–08 Wigan Athletic F.C. season | 2006–07 Wigan Athletic F.C. season | 1978–79 Wigan Athletic F.C. season | 1979–80 Wigan Athletic F.C. season | List of Wigan Borough F.C. players | EFL Cup | Springfield Park (Wigan) | Trinidad and Tobago League Cup | 2017 Rugby League World Cup Group C | Nick Powell | 1996 FA Charity Shield | 1997 FA Women's Cup Final | National League North | National League South | 2015 FA Women's Cup Final | National League (English football) | West Yorkshire Association Football League | Newington Youth F.C. | 1994 FA Women's Cup Final | 2011–12 QMJHL season | 2016 COTIF Tournament | 2006–07 QMJHL season | Sports in the Las Vegas metropolitan area | List of Stanley Cup champions | 1995–96 Manchester United F.C. season | 2013 Rugby League World Cup Group A | Salford City F.C. | Northern Ireland Football League | All-time Sporting Kansas City roster | Lewis Young (Australian footballer) | Manchester United F.C. in European football | Queen's University Belfast A.F.C. | Curzon Ashton F.C. | Spennymoor Town F.C. | Manchester United F.C. | AFL Rising Star | NIFL Premier Intermediate League | Northern Ireland Intermediate League | Vancouver Whitecaps FC U-23 | Doncaster Rovers Belles L.F.C. | Portland State Vikings football under Jerry Glanville | Sport &amp; Leisure Swifts F.C. | Kenton Richardson | Kent County Cricket Club in 2010 | Portland Timbers U23s | Chris Williams (English footballer) | List of Kent County Cricket Club captains | Lewis Young | Leeds Equity Partners,1,1,1,0,0,1,0.5,0.5,1.0,1.0,1.0
rerank,pooled,5ae5aba0554299546bf82f17,bridge,hard,"Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""?",Tara Strong | Teen Titans Go! (TV series),Tara Strong | Tara Strong filmography | Teen Titans (season 1) | List of Teen Titans episodes | Teen Titans (season 4) | List of Teen Titans Go! episodes | Teen Titans Go! (TV series) | Teen Titans: Trouble in Tokyo | Teen Titans | Avatar: The Last Airbender (season 2) | Avatar: The Last Airbender (season 1) | Iroh | Kate Higgins | Robby Benson | Iron Man (TV series) | Jim Cummings | Tara Conner | Justice League (film) | Web Weirdos | Roy Harper (comics) | SuperMansion | Raymond Ochoa | Arrowverse | Wonder Woman (2017 film) | Catwoman (film) | Aquaman (film) | Claire Temple (Marvel Cinematic Universe) | Samantha Carter | Batman v Superman: Dawn of Justice | Lucas Grabeel | James Franco | Alice David | Sela Ward | Catwoman (video game) | DC Extended Universe | Garfield Gets Real | Jolin Tsai filmography | Voice (film) | List of DC Extended Universe cast members | Rainbow Girl | Monster Force | Jenna Dewan | Sherry Gunther | The Voice Kids (Arabic TV series) | The Voice Teens (Philippines season 1) | My Family (series 1) | The Voice Teens (Philippine TV series) | The Spiderwick Chronicles (film) | The Voice of the Philippines | Chris McKay,1,1,1,0,0,1,0.5,0.5,1.0,1.0,1.0
rerank,pooled,5ae1f4cb554299234fd0436d,bridge,hard,What is the inhabitant of the city where  122nd SS-Standarte was formed in2014,122nd SS-Standarte | Strasbourg,"122nd SS-Standarte | 122nd Division (Imperial Japanese Army) | 122d Fighter Squadron | 122nd Hydroplane Liaison Squadron | 122nd Infantry Regiment (United States) | 122nd Ohio Infantry | 122nd Fighter Aviation Squadron | Strasbourg | Haddington, East Lothian | SS General von Steuben | Church of the Guanche People | San Luis Obispo, California | St James's Palace | Teatro Giuseppe Verdi | Southaven, Mississippi | Czechs in Ukraine | San Jacinto Monument | Roque Cinchado | Patan minara | Centro de Congresos Queretaro | Samo's Empire | Bukhara operation (1920) | Gaboš | Račak massacre | Tezno massacre | Suorva | Alexander II Column in Odessa | ŠNK Radgona | Duchy of Thuringia | Sinuiju Special Administrative Region | Montezuma Castle National Monument | Samoa | Battle of Berestechko | Vilsandi | 21st U-boat Flotilla | Sasanian Empire | Teide National Park | Fort Diu | Village accountant | Samo | Suintila | Calumet Downtown Historic District | Origins of the Sri Lankan civil war | Swedish general election, 1982 | Svartisen Hydroelectric Power Station | Battle of Port Republic | Bonsallo Avenue | Latvian name | 2014 S/S | Marietta Air Force Station",1,1,1,0,0,1,0.5,0.5,1.0,1.0,1.0
rerank,pooled,5ae7e1fc55429952e35ea9cc,bridge,hard,What color clothing do people of the Netherlands wear during Oranjegekte or to celebrate the national holiday Koningsdag? ,Koningsdag | Oranjegekte,Oranjegekte | Koningsdag | Queen's Day (disambiguation) | Christmas in the Basque Country | Jounen Kwéyòl | White Sunday | Children's Day (Japan) | Grand Duke's Official Birthday | Armed Forces Day (Poland) | Garifuna Settlement Day | Dutch language | Kanakkan | Kir (cocktail) | Brown | Festival of New Songs | Afrikaans | Halloween Adventure | Huernia | Pretty Little Dutch Girl | Ordos City | Luang Namtha Museum | Søren Solkær | Sussex chicken | Kalanta Xristougenon | Makedonsko Sonce | Altanochir (1882–1949) | Spirit Halloween | ŠNK Radgona | Disco polo | Birthday Honours | Tezno massacre | Androuet du Cerceau | Jens Risom | Øresund | Czechs in Ukraine | Jeonju Hanok Village | Scandinavian design | Søndagsbarn | Öresund Committee | Kertha Gosa Pavilion | Kon Kan | Pungdo | The Importance of Being Icelandic | EpiCentre K | Ancient Order of Hibernians | Open-air museums in Slovakia | Otaara | Klenger Burger | Garden ornament | Omodos,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
rerank,pooled,5ae37c765542992f92d822d4,bridge,hard,"What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn?",James Gunn | Tromeo and Juliet,"Tromeo and Juliet | Romeo + Juliet | The Tragedy of Romeo and Juliet (film) | James Gunn | Romeo and Juliet (1954 film) | List of Romeo × Juliet episodes | Romeo and Juliet on screen | Romeo | Romeo × Juliet | Juliet | A rose by any other name would smell as sweet | Benvolio | James Gunn's PG Porn | Macbeth | Christian Bale filmography | Shakespearean tragedy | Prince Hamlet | Revengers Tragedy (album) | Out of Sight | About a Boy (film) | Sheep (novel) | Revengers Tragedy | The Revengers' Comedies | Critical approaches to Hamlet | Appius and Virginia | Michael Wynne (playwright) | Suicide Kings | Snatch (film) | Dark Passage (film) | American Beauty (soundtrack) | List of accolades received by La La Land | The Hunger Games: Mockingjay – Part 1 | Love &amp; Friendship | The Prince and Me | Revenge tragedy | Dieci canzoni d'amore da salvare | Robin Hood (2018 film) | The Duchess of Padua | Flight of the Innocent | Adam Collis | 4 a.m. (novel) | The Hunger Games (film series) | Hollywood Outlaw Movie | My Pal Trigger | Jeffrey Stanley | Spark (2014 film) | Bitter Jester | Shakespeare Public House, Bristol | Orlando: A Biography | Jane de Gay",1,1,1,0,1,1,0.5,1.0,1.0,1.0,1.0
rerank,pooled,5ae33c4d5542992f92d82262,bridge,hard,Robert Suettinger was the national intelligence officer under which former Governor of Arkansas?,Bill Clinton | Robert Suettinger,Robert Suettinger | Peter W. Smith | Bill Clinton | National Intelligence Board | Director of the Defense Intelligence Agency | National Intelligence Cross | Lawrence Eagleburger | Robert Hormats | National Intelligence Estimate | Jacob D. Robida | Robert Smith (Illinois politician) | National Intelligence Reform Medal | National Intelligence Medal of Achievement | Robert R. Hood | National Intelligence Superior Service Medal | Robert Caesar Childers | Robert Barton | William Flynn Martin | Elliott Abrams | Erskine Barton Childers | Edwin L. Mechem | Tippecanoe order of battle | Peter Blacker | Richard Socarides | Nancy Soderberg | Eugene R. Black Sr. | Shomwa Shamapande | Mark Whitacre | Edmund Leach | Coastwatchers | Gretchen Osgood Warren | Charles Hastings Judd | Richard Honaker | Bobbi Bacha | William Cammisano | Lee Terry | Reynolds v. Pegler | Jeff Horner | Brad Parscale | Farr House | Rick Clausen | Hoffman v. Jones | Reynolds v. Sims | Scott Young (American football) | Criminal law in the Waite Court | Wale Adebanwi | Jay Leiderman | Tecumseh | James Fieser | Sinn Féin Front Bench,1,1,1,0,1,1,0.5,1.0,1.0,1.0,1.0
rerank,pooled,5a77cb335542997042120b3a,bridge,hard,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence | MEO Rip Curl Pro Portugal,"John John Florence | MEO Rip Curl Pro Portugal | Andy Irons | Barton Lynch | MEO Rip Curl Pro Portugal 2016 | MEO Rip Curl Pro Portugal 2017 | Moche Rip Curl Pro Portugal 2015 | Moche Rip Curl Pro Portugal 2014 | Coco Ho | Supertubos | Butch Van Artsdalen | Aloha Dalire | Ryan Hunter-Reay | Tyler Kalinoski | Alex Zanardi | Vince Phillips | Jorge Lozano | Jon St. Andre | Julian Bolling | Ferdi Taygan | René Dif | Roberto De Vicenzo | Nora Rocha | 1991 Mr. Olympia | Jermain Mackey | Julian Holland (boxer) | Jim Shoulders | Rod Carr | Lawrence Austin | Marquinhos (footballer, born June 1989) | Roberta Vinci | George Paice (bowls) | Fatai Onikeke | Surfer hair | Chawalit Kamutchati | John Waters | 1995 Benson and Hedges Open | Eduardo Portela | Kalākaua | Emílio da Silva | Eduardo Troconis | 1968 US Open (tennis) | Paul Sauvage (aviator) | Ernest Foot | 2017 Mr. Olympia | François Coli | Albert Ball | Francisco Jose Hernandez | 2000 ICC KnockOut Trophy | Kakoy Legaspi",1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
rerank,pooled,5a8979f4554299669944a52e,bridge,hard,What is the middle name of the actress who plays Bobbi Bacha in Suburban Madness?,Bobbi Bacha | Sela Ward,Bobbi Bacha | Suburban Madness | Emayatzy Corinealdi | Siobhan Finneran | Sara Botsford | Marta Ribera | Mamie Gummer | Sianoa Smit-McPhee | Estelle Hemsley | Sela Ward | Milan Murray | Lea Thompson | Barbara Niven | Debashree Roy filmography | Jenna Dewan | Laura Osnes | Gretchen Palmer | Madhuri Dixit filmography | Julia Ormond | Matilda Lutz | Carole Gray | Connie Sawyer | Emily Jewell | Azie Mira Dungey | Caroline Spencer | Jackie Lou Blanco | Audra McDonald | Alice David | Out in Fifty | Laura Linney | Ashley Cheadle | Lenelle Moïse | Tzi Ma | Richard Kind | Bobby Fox | Gita Dey | Alma Pirata | Joey Miyashima | Robert Belushi | Elinor Kershaw | Ako Mitchell | Christopher Mitchell (actor) | Raz-B | Siddhartha Jadhav | Mary Zophres | Mona Scott-Young | Hoppy Serves a Writ | Nancy Spungen | Sinbad of the Seven Seas | Sunset Las Palmas Studios,1,1,1,0,0,1,0.5,0.5,1.0,1.0,1.0
rerank,pooled,5a713ea95542994082a3e6e4,bridge,hard,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,Alvaro Mexia | Indigenous peoples of Florida,"Alvaro Mexia | Diplomatic mission | Indigenous peoples of Florida | Amaruk Kayshapanta | Pingpu peoples | Fernando Tapias Stahelin | Seminole Nation of Oklahoma | Seminole | Carlos Rendón Zipagauta | Seminole music | Tenskwatawa | Kasi (Pashtun tribe) | Military history of Mexico | Tecumseh | Americo-Liberians | Black Seminoles | Enrique Grau | Second Anglo-Afghan War | Church of the Guanche People | Concho Indian Boarding School | Battle of Tippecanoe | Edwin L. Mechem | Tecumseh's Confederacy | Mascogos | Battle of Manila (1574) | Enrique Carreras | Murree rebellion of 1857 | Dirás que estoy loco | Mexican Mafia | José María Gironella | Rosario Naimo | Calcedonio Di Pisa | Dicen que soy mujeriego | Treaty of Addis Ababa | Elizabeth Martínez | Maratha emperors | History of the Cleveland Indians | Timbiriche VIII &amp; IX | Marquinhos (footballer, born June 1989) | Janine Gutierrez | Eleonora Pedron | Masami Tsuchiya | Edict of Amboise | Tippecanoe order of battle | Sergio Pérez | Thomas Hylland Eriksen | Sebastián Mantilla | Maratha Navy | Interamerican Scout Jamboree | Formula One drivers from Mexico",1,1,1,0,1,1,0.5,1.0,1.0,1.0,1.0
rerank,pooled,5a78bd9b554299078472774a,bridge,hard,What nationality were social anthropologists Alfred Gell and Edmund Leach?,Alfred Gell | Edmund Leach,Alfred Gell | Edmund Leach | Association of Social Anthropologists | Thomas Hylland Eriksen | Social Anthropology (journal) | Coral Gardens and Their Magic | Aleksandar Bošković | Alfred Balk | Edmund Sharpe | Network Analysis and Ethnographic Problems | Participant observation | Zeresenay Alemseged | Herbert S. Lewis | Langston Hughes | Robert Caesar Childers | Georges-Henri Bousquet | Henri Bergson | Stephen Boreham | Douglas Ainslie | Wendell Berry | Jean de Chastelet | Molly Childers | Reed A. Albee | Semyon Aranovich Gershgorin | Robert Barton | John Waters | Seumas MacManus | Franz Josef Och | Aonghus Mór | Wale Adebanwi | Ken St. Andre | Ann Wigmore | Eric Ambler | E. J. Carroll | James Howard Williams | John Darby (Dean of Chester) | Ian Harland | Joby Talbot | Oryctodromeus | Pingpu peoples | Andrew Jaspan | Cryptoraptor | The Scourge of the Desert | Ziri ibn Atiyya | Edith Walks | Jack and His Comrades | Index Magazine | History of England | Everette James | James Fieser,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
rerank,pooled,5a7625e8554299109176e66a,bridge,hard,In which year was the King who made the 1925 Birthday Honours born?,1925 Birthday Honours | George V,"1925 Birthday Honours | 1951 Birthday Honours | Birthday Honours | 1965 Birthday Honours | 2014 Birthday Honours | 2013 Birthday Honours | 2017 Birthday Honours | 2016 Birthday Honours | 2015 Birthday Honours | George V | Canadian federal election, 1926 | Stephen Boreham | Henry III of France | Kalākaua | Queen's Day (disambiguation) | Koningsdag | George W. Macfarlane | Princess Olga of Hanover | Grand Duke's Official Birthday | Godwin, Earl of Wessex | Ernest Foot | William Monson, 1st Viscount Oxenbridge | Charles Hastings Judd | Patrick IV, Earl of March | Joseph L. Follett | Duke of Leuchtenberg | George Young (Scottish footballer) | William Pery, 3rd Earl of Limerick | James Howard Williams | Vishvendra Singh | Gytha Thorkelsdóttir | George Frideric Handel | Princess Henriette of Nassau-Weilburg | Viscount Wimborne | Claude Auchinleck | Viscount Trenchard | Edmund Sharpe | Earl Belmore | Young Hollywood Awards | Earl of Lanesborough | Earl of Aylesford | Merrie Monarch Festival | Saint-Jean-Baptiste Day | George Gordon (bishop) | 12th Virginia Regiment | Paul Sauvage (aviator) | 1993 Brownlow Medal | 12th Youth in Film Awards | 2010 Kiev Victory Day Parade | Langston Hughes Medal",1,1,1,0,0,1,0.5,0.5,1.0,1.0,1.0
rerank,pooled,5ae2dd2055429928c423950d,bridge,hard,"What is the county seat of the county where East Lempster, New Hampshire is located?","East Lempster, New Hampshire | Sullivan County, New Hampshire","East Lempster, New Hampshire | Lempster, New Hampshire | Miner Memorial Library | Steven D. Smith | Carroll County, New Hampshire | Sullivan County, New Hampshire | Hampden County, Massachusetts | Dover, New Hampshire | Woodsville, New Hampshire | Amherst, Massachusetts | Lemoyne, Nebraska | Mall of New Hampshire | History of the East Riding of Yorkshire | Eastern Hills Mall | Humberside | Hudson Highlands State Park | Elmwood Historic District–East | Mankato, Minnesota | Jones Point, New York | Kelsall | New York State Route 121 | Pureland Industrial Complex | Glimmerglass Historic District | Park City Center | Willoughton | Robert Nyce | Humber Warhawks | Bjørnøya, Haram | Gorse Hill | Mount View, New South Wales | East Haven High School | Finchampstead | Eccles, Greater Manchester | Leer | Strawberry Park, Cheshire | Bruxner Highway | Backford Cross | Unincorporated Far West Region | Eastern freshwater cod | Øresund Region | South Phoenix | Humberhead Levels | Ejin–Hami Railway | Leda (river) | Eugene Cross Park | RAF Warmwell | National League North | Wapusk National Park | National League South | Eccles Interchange",1,1,1,0,0,1,0.5,0.5,1.0,1.0,1.0
rerank,pooled,5abdf12255429976d4830a2f,bridge,hard,The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?,Against the Wind (album) | Bob Seger,Against the Wind (album) | Bob Seger | Stranger in Town (album) | Ride Out (album) | John Fogerty | Daryl Hall | Liquid Acrobat as Regards the Air | Levolution (album) | Ungod | For Against | Rise Above (Dirty Projectors album) | The Beach Boys | Frank Beard (musician) | Lee Hazlewood | Gerry Marsden | Hold Me in Your Arms (album) | Barbara Higbie | Suffrajett | His Band and the Street Choir | Altamont Diary | Matt Cameron | Flying with Music | Clouds (Apollo Brown album) | Daniel House | Beatitude (album) | Vanda &amp; Young | Chris Hanzsek | Carolina Rain | Mark Arm | Steeltown (band) | Bruce Spizer | Mark Castillo | Dave Meros | Gus Williams (musician) | Rebel Without a Pause | The Caledonia Soul Orchestra | Bad News (band) | Owsley Stanley | Hall &amp; Oates | Tom Morello discography | Seumas MacManus | Vance Powell | M Music &amp; Musicians | Skin Yard | Hans Orifice | Soundings (Carter) | Søren Solkær | Timothy &quot;Yogi&quot; Watts | Drum Beat | Mike Smith (A&amp;R man),1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
rerank,pooled,5a88658955429938390d3f47,bridge,hard,Rostker v. Goldberg held that the practice of what way of filling armed forces vacancies was consitutional?,Conscription in the United States | Rostker v. Goldberg,"Rostker v. Goldberg | Hirabayashi v. United States | Jane Marum Roush | Reynolds v. United States | Hoffman v. Jones | One Rank, One Pension | Franklin D. Roosevelt's record on civil rights | Craig v. Boren | Berghuis v. Thompkins | United States v. Quiver | United States v. Binion | Mississippi University for Women v. Hogan | Reynolds v. Pegler | Reynolds v. Sims | Selle v. Gibb | Russian Civil War | Van Staphorst v. Maryland | West v. Barnes | Whole Woman's Health v. Hellerstedt | Vatroslav Rožić | Summers v. Earth Island Institute | Executive Order 10925 | Jameel v Wall Street Journal Europe Sprl | Ephraim Sklyansky | Lavr Kornilov | Criminal law in the Waite Court | Michael Lunin | Volunteer Political Party | James A. Winnefeld Jr. | Ben Roberts-Smith | Ronald Reagan judicial appointment controversies | David Waksberg | Richard Honaker | Friedrich Wilhelm von Steuben | Mikhail Suslov | Criminal law in the Marshall Court | Alfred Balk | Edward E. Cox | Elmo M. Haney | Roger O. Egeberg | George W. Macfarlane | List of ships of the Yugoslav Navy | Harris G. Mirkin | Wolf Junge | Charles Nungesser | VMF-215 | DISCLOSE Act | Manfred Meurer | Georges Madon | Egon Mayer",1,1,1,0,0,0,0.5,0.5,0.5,1.0,1.0
rerank,pooled,5a86ebac55429960ec39b6d6,bridge,hard,"Handi-Snacks are a snack food product line sold by what American multinational confectionery, food, and beverage company that is based in Illinois?",Handi-Snacks | Mondelez International,"Handi-Snacks | Mondelez International | PepsiCo | Snack Foods Limited | Robert's American Gourmet Food | Twisties | Kellogg's | Snackbox Food Holdings | General Mills | CytoSport | RetailMeNot | Manischewitz | Tim Hortons | Rubicon Drinks | Deep-fried peanuts | Canyon Creek Food Company | Cocoa Krispies | Carrefour | Noodle Box | Coty, Inc. | Fazoli's | Rewrapped | S.A.C.I. Falabella | Ron Joyce | A&amp;W Restaurants | Leeann Chin | Vetigel | Pharma Medica | The Works (restaurant) | Annie Morton | Food and Drug Administration | Ratafia | Toddle House | Todai (restaurant) | Chefette | Tazweed Center | Chicago Public Media | California Center for Public Health Advocacy | Carnival Cravings | Salad bar | Lion's Choice | Schwartz's | Fast food restaurant | José Graziano da Silva | Pergament Home Centers | Pandanus conoideus | New Scandinavian Cooking | Tony Fabrizio | Pox (drink) | Wilton Mall",1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
rerank,pooled,5aba5d2e55429901930fa799,bridge,hard,"What was the name of a woman from the book titled ""Their Lives: The Women Targeted by the Clinton Machine "" and was also a former white house intern?",Monica Lewinsky | Their Lives,"Their Lives | The White House Doctor | Once Upon a Secret | William H. Ginsburg | Lewinsky scandal | Monica Lewinsky | Joanna Russ | Kate Millett | Murder of Grace Brown | Louise Bryant | Nancy Soderberg | Sexual Politics | Hannah Gale | Chrysalis (magazine) | Yvonne Ridley | Mark D. Fabiani | Peter W. Smith | Susie Bright | Virginia Woolf | Virginia Foster Durr | Clinton, Minnesota | Elizabeth Martínez | Jane Marcus | Elizabeth Neilson | Eric Schultz | Molly Childers | Eve Unsell | William Allen White | Melissa Fay Greene | Chrisann Brennan | Mariette Leslie Cotton | Azie Mira Dungey | Diana Zuckerman | Sara Botsford | Jane de Gay | Lisa Brennan-Jobs | Ann Wigmore | Scout Tufankjian | Pamela B. Green | Virginia E. Johnson | The Bite in the Apple | William Flynn Martin | Gloriana St. Clair | Harris G. Mirkin | Nancy K. Pearson | Elisabeth Murdoch (businesswoman) | Nuria Oliver | A Girl like Me (film) | William Masters | Lori L. Holt",1,1,1,0,0,1,0.5,0.5,1.0,1.0,1.0
rerank,pooled,5ae5736e5542990ba0bbb2b3,bridge,hard,"When was the American lawyer, lobbyist and political consultant who was a senior member of the presidential campaign of Donald Trump born?",Paul Manafort | Trump campaign–Russian meeting,"Paul Manafort | David Urban | Trump campaign–Russian meeting | Brad Parscale | Donald Trump Jr. | Tony Fabrizio | Mark D. Fabiani | Donald Trump presidential campaign, 2000 | Gregory B. Craig | William H. Ginsburg | Richard Socarides | Elliott Abrams | Lee Terry | Pamela Gilbert | Donald Trump (Last Week Tonight) | Nancy Soderberg | Jeff Strabone | Otto Reich | Donald Duffy | Richard Honaker | George D. Buffett | Peter W. Smith | Monica Lewinsky | Howard Graham Buffett | Howard Warren Buffett | Alistair Grant | Douglas J. Bennet | Ronald Reagan | Chris Van Hollen | Jay Leiderman | Cynthia Hogan | Immigration policy of Donald Trump | Thomas Friedman | Mark Whitacre | Edgar Kaiser Sr. | Pat Robertson | Edwin L. Mechem | Robert Hormats | Edgar Kaiser Jr. | Walt Zeboski | Roger O. Egeberg | Richard A. Teague | Claudio Fernández-Aráoz | Scott Parkin | Gordon Johndroe | Noel C. Bloom | Donald J. Hall Jr. | Jim Puplava | Every Voice | Eugene Habecker",1,1,1,0,1,1,0.5,1.0,1.0,1.0,1.0
rerank,pooled,5ae005b555429942ec259bec,bridge,hard,"In what year was the novel that Lourenço Mutarelli based ""Nina"" on based first published?",Crime and Punishment | Lourenço Mutarelli,"Lourenço Mutarelli | 4 a.m. (novel) | The Birds on the Trees | The Golden Hour (novel) | Before We Say Goodbye | The Wind-Up Bird Chronicle | José María Gironella | Dance Dance Dance (novel) | The Mask of Dimitrios | Orlando: A Biography | Crime and Punishment | Adriana Trigiani | The Mystery of the Yellow Room (1919 film) | Norwegian Wood (novel) | Montecristo (Argentine telenovela) | Mai Al-Nakib | Victoria Hanley | Claudia Durst Johnson | Serafino (film) | Bread and Roses, Too | Maurice Walsh | Guido Caldarelli | Gianni Schicchi | Madonna (book) | Marlene (1984 film) | Roald Dahl | Rosario + Vampire | The Soloist | Bertha Runkle | Shadowshaper | O mio babbino caro | Johnny Angel | Jean Portante | Sue Grafton | Eva Riccobono | Ottavio Alessi | La fanciulla del West | Jacopo Puccini | Calcedonio Di Pisa | Franci Cerar | Lev Yilmaz | Melissa Fay Greene | Antonino Lo Surdo | Animorphs | List of major opera composers | Joseph LoPiccolo (organized crime) | Guapas | Elizabeth Martínez | Alma Pirata | Rosario Naimo",1,1,1,0,0,0,0.5,0.5,0.5,1.0,1.0
