method,setting,example_id,question_type,level,question,gold_titles,retrieved_titles,any_evidence_recall@2,any_evidence_recall@5,any_evidence_recall@10,full_evidence_recall@2,full_evidence_recall@5,full_evidence_recall@10,partial_evidence_recall@2,partial_evidence_recall@5,partial_evidence_recall@10,reciprocal_rank_at_10,reciprocal_rank_at_50
dense,pooled,5adccd795542990d50227d2c,bridge,hard,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,Moroccan Ambassador to China | Rabat,"Moroccan Ambassador to China | Rabat | Urad Rear Banner | Chahar Right Rear Banner | Shuangmiao, Inner Mongolia | Sinuiju Special Administrative Region | Yunnan Provincial Museum | Gwangjang Market | Xiapu County | Horqin Left Rear Banner | Embassy of China, London | TaeguTec | Devyani Khobragade | Kunming Museum | Scout Tufankjian | Liaison Office (Hong Kong) | Chawalit Kamutchati | Bobby Mehta | Luang Namtha Museum | Roman Catholic Diocese of Yingkou | EpiCentre K | Yi Guan | Dipangkorn Rasmijoti | Pavilion Mall | Dafeng District | 2011 Inner Mongolia unrest | Ethiopia–Japan relations | Inner Mongolia First Machinery Group Corporation | Tinghu District | Altanochir (1882–1949) | Otto Reich | Todai (restaurant) | Am Rong | Shanghai | Udanchhoo | Exchange Ilford | Inner Mongolia Medical University | Ilocos Region | Cultural Property (Japan) | Yingkou Lanqi Airport | Michael Green (political expert) | Sima Hydroelectric Power Station | Uno-X | Carey Olsen | Jaluit Atoll | Aryanto Yuniawan | Pergament Home Centers | Vatroslav Rožić | Achalla | Makedonsko Sonce",1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
dense,pooled,5a84c4135542994c784dda31,comparison,hard,Are Yingkou and Fuding the same level of city?,Fuding | Yingkou,"Yingkou | Roman Catholic Diocese of Yingkou | Tongcheng Subdistrict, Fuding | Yingkou Lanqi Airport | Yingkou East Railway Station | Kunming | Fuding Railway Station | Tinghu District | Fuding | Xiapu County | Yandu District | Shanghai | Lung Fu Shan Country Park | Dazhou | Taimushan Railway Station | CapitaGreen | Dalian Zhoushuizi International Airport | Dafeng District | Yangzong Lake | Kunming Museum | Altanochir (1882–1949) | Jeonju Hanok Village | Bayuquan Railway Station | Dali–Ruili Railway | Hanggin Rear Banner | Gwangjang Market | Shuangmiao, Inner Mongolia | Cho Kyuhyun | Changmin | Yunnan Provincial Museum | Gulangyu | Sinuiju Special Administrative Region | Ashanti Region | G5511 Jining–Arun Expressway | Darayim District | Summerlin, Nevada | One Raffles Link | Sauce Viejo, Argentina | Horqin Left Rear Banner | Madtown | One Raffles Place | 2011 Inner Mongolia unrest | Downtown Las Vegas | Bank of China Tower (Hong Kong) | Andlang | Kyokusui-no-en | Ordos City | Urad Rear Banner | Zhukaigou culture | Republic Plaza (Singapore)",1,1,1.0,0,0,1.0,0.5,0.5,1.0,1.0,1.0
dense,pooled,5a85eed75542996432c5713b,bridge,hard,Where did the descendants of the group of black Indians associated with the Seminole people settle?,Black Seminoles | Mascogos,"Black Seminoles | Seminole | Indigenous peoples of Florida | Seminole music | Seminole Nation of Oklahoma | Mascogos | Tecumseh | Muscogee language | Pingpu peoples | Seminole County, Oklahoma | Black Bermudian | Tecumseh's Confederacy | Draining and development of the Everglades | Americo-Liberians | John Ridge | Shiners' War | Fomorians | Concho Indian Boarding School | Kasi (Pashtun tribe) | Tenskwatawa | Tippecanoe order of battle | Alvaro Mexia | Battle of Jupiter Inlet | Battle of Tippecanoe | History of Irish Americans in Boston | Battle of Fallen Timbers | French Canadians | Herbert S. Lewis | Black 13 | Ajugeae | Sons of the Pioneers (film) | Maratha Navy | Oku people (Sierra Leone) | Arabs in India | 1891 Tennessee Volunteers football team | University of the Incarnate Word | History of the Cleveland Indians | Dewey Beard | Rosario Naimo | Blackback barb | Peter Blacker | Catuvellauni | Horace Bumstead | Altamont Diary | Guanche mummies | Jeep Cherokee | 1899 Tennessee Volunteers football team | Daniel Talia | The Bama Band | Karaboro languages",1,1,1.0,0,0,1.0,0.5,0.5,1.0,1.0,1.0
dense,pooled,5a774e9c55429972597f14f3,bridge,hard,David Huntsinger has worked with this gospel singer born in the month of July?,David Huntsinger | Larnelle Harris,David Huntsinger | Karen Clark Sheard | Gus Williams (musician) | Larnelle Harris | Muyiwa Olarewaju | Just as I Am (Yolanda Adams album) | Latice Crawford | Chris Funk | Didz Hammond | David Alden | Randy Travis | David Gold (talk radio host) | Bruce Spizer | Daryl Hall | Hayden (musician) | Aurelio Valle | Zachary Throne | M Music &amp; Musicians | Marcus Bontempelli | John Waters | List of Canned Heat members | Kierra Sheard | Hall &amp; Oates | Charles Charamba | Hunter Davies | John Home Robertson | Lil Ru | Johnny Angel Wendell | Lady Antebellum | Christian Death | Tom Rothrock | Frank Beard (musician) | Fireflight | Keith Richards | Bradley Gaskin | Chris Robinson Brotherhood | Harry Connick Jr. | Amanda Lepore | Andraé Crouch | Timothy &quot;Yogi&quot; Watts | Mark Arm | Jonathan Wolfson | Supagroup | Barbara Higbie | Dave Meros | Delmer Daves | Leah Flanagan | Lee Hazlewood | Radio Amor | Chris Williams (English footballer),1,1,1.0,0,1,1.0,0.5,1.0,1.0,1.0,1.0
dense,pooled,5ae738f75542991bbc9761c4,bridge,hard,What year was the brother of this first round draft pick by the Washington Redskins drafted?,Boss Bailey | Champ Bailey,Randall Cunningham | Scott Young (American football) | Ron Snidow | Fred Hageman | Champ Bailey | Jeris White | Boss Bailey | LaRon Landry | Ricky Proehl | Ken Herock | Adrian Peterson | Kevin Lockett | Tom Draper | Keith Bostic (American football) | Portland State Vikings football under Jerry Glanville | Adam Thielen | Joe Walker (American football) | Rick Clausen | Travis Richards | Bob Young (American football) | Dré Bly | Ken Rose (gridiron football) | Ray Nitschke | Robin Cole | William T. Van de Graaff | Al Wilson (offensive lineman) | Marc Parenteau | Anthony Woodson | Mouse Davis | Vernon Fox | Lamar Chapman | Ivory Lee Brown | 2013 Texas Tech Red Raiders football team | Curt Smith (basketball) | Freddie Summers | J. J. Syvrud | Randall Cunningham II | 2000–01 Minnesota Timberwolves season | Larry Friend | 1964 Illinois Fighting Illini football team | Nick Eddy | Bobby Humphrey | 2014 Texas Tech Red Raiders football team | 1951 Arizona State Sun Devils football team | Lewis Young (Australian footballer) | Merlin Olsen | List of Texas Tech Lady Raiders in the WNBA Draft | Casey Weldon | Wayne Garland | 2012 Texas Tech Red Raiders football team,0,1,1.0,0,0,1.0,0.0,0.5,1.0,0.2,0.2
dense,pooled,5ac32b565542995ef918c154,bridge,hard,Where is the stadium at which 1964 Georgia Tech Yellow Jackets football team played their home game located? ,1964 Georgia Tech Yellow Jackets football team | Bobby Dodd Stadium,1964 Georgia Tech Yellow Jackets football team | 1987 Georgia Tech Yellow Jackets football team | Georgia Tech Yellow Jackets football | 1988 Georgia Tech Yellow Jackets football team | 1953 Georgia Tech Yellow Jackets football team | Bobby Dodd Stadium | 1959 Georgia Tech Yellow Jackets football team | 1980 Georgia Tech Yellow Jackets football team | Georgia Tech Yellow Jackets men's basketball | 1990 Georgia Tech Yellow Jackets football team | 1985 Tennessee Volunteers football team | 1891 Tennessee Volunteers football team | Shawnee Mission District Stadium | 1983 Tennessee Volunteers football team | 1984 Tennessee Volunteers football team | Shreveport Steamer | 1990 Atlanta Falcons season | Parkway Field | Super Bowl LIII | 1938 Tennessee Volunteers football team | Yardbirds Home Center | Trojans Rugby Football Club | Portland State Vikings football under Jerry Glanville | The Rivalry (Lehigh–Lafayette) | 2008 Fiesta Bowl | Glanford Park | 1899 Tennessee Volunteers football team | 1973 Astro-Bluebonnet Bowl | 2013 Sugar Bowl | 1896 Tennessee Volunteers football team | 60th National Hockey League All-Star Game | 1954 Arizona State Sun Devils football team | 1958 Arizona State Sun Devils football team | 1989 Cotton Bowl Classic | Textile Bowl | 1961 Arizona State Sun Devils football team | Super Bowl XXXIV | 1951 Arizona State Sun Devils football team | Fruit Bowl | 1987 Pittsburgh Steelers season | 1986 Texas Tech Red Raiders football team | Battle of the Blue | Magnolia Bowl | 1964 Illinois Fighting Illini football team | 1930 Tennessee Volunteers football team | Children's Mercy Park | 1956 Arizona State Sun Devils football team | 2013 Texas Tech Red Raiders football team | 57th National Hockey League All-Star Game | Jerry Glanville,1,1,1.0,0,0,1.0,0.5,0.5,1.0,1.0,1.0
dense,pooled,5abc8d75554299700f9d7900,bridge,hard,"Since 2 June 2017, The Leader of Fine Gael had been held by which Irish Fine Gael politician who has served as Taoiseach and Minister for Defence?",Leader of Fine Gael | Leo Varadkar,"Leader of Fine Gael | Liam Cosgrave | Fine Gael leadership election, 2017 | James Reilly (Irish politician) | Leo Varadkar | Simon Coveney | Enda Kenny | John Bruton | Frances Fitzgerald (politician) | Paddy O'Toole | Leader of Sinn Féin | Gerry Adams | Official Ireland | Republican Sinn Féin | Sinn Féin Front Bench | Workers' Party of Ireland | Volunteer Political Party | History of Sinn Féin | Fiona Bruce (politician) | Donegal Celtic F.C. | Sinn Féin Republican Youth | The Voice of Ireland (series 4) | William Pery, 3rd Earl of Limerick | Baron Dunalley | Paddy O'Rourke (Meath footballer) | Catholic Church in Ireland | Sean Connor | Robin Bailie | Robert Gascoyne-Cecil, 3rd Marquess of Salisbury | Leinster | Sam Long | Patrick IV, Earl of March | Eenasul Fateh | Sport &amp; Leisure Swifts F.C. | Earl of Lanesborough | Philip Ruddock | Mehmet Tillem | Patricio Echegaray | Molly Childers | Irish Thoracic Society | Hume–Adams dialogue | Jason Byrne (comedian) | Dr. Kildare (TV series) | John Home Robertson | Siobhan Finneran | Irish Bulletin | Gospatric, Earl of Northumbria | Erskine Barton Childers | Neil Blair | Sean Hannity",1,1,1.0,0,1,1.0,0.5,1.0,1.0,1.0,1.0
dense,pooled,5a8bb29b554299240d9c2089,bridge,hard,Which American film actor and dancer starred in the 1945 film Johnny Angel?,George Raft | Johnny Angel,Johnny Angel | Johnny Angel (song) | Shelley Fabares | City of Angels (film) | George Raft | Out in Fifty | Arthur Roberts (editor) | Lights of Old Santa Fe | Frank McDonald (director) | Andy Umberger | Baird Bryant | Last Action Hero | Billy Sullivan (actor) | Charles Eldridge | Johnny Angel Wendell | Estelle Hemsley | Song of Arizona | Along the Navajo Trail (film) | Bobby Fox | Sal Mineo | James Dean | Johnny Lee Clary | Alencier Ley Lopez | Helen Modern | In Country | James Franco | Larry Drake | Scott Sidney | Ottavio Alessi | Marco Da Silva (dancer) | Broken Arrow (1950 film) | Flying with Music | 1920 (film) | Harry Bowen (actor) | Ed Wood (film) | Roy Holder | Lee Hazlewood | Alain Resnais | Criminal Lawyer | Santa Claus: The Movie | Man Against the Mob | Carole Gray | Steve Arbuckle | Sam Eagle | Van Partible | Paige O'Hara | Criss Angel | Marlene Dietrich | John Lithgow | Altair (film),1,1,1.0,0,1,1.0,0.5,1.0,1.0,1.0,1.0
dense,pooled,5ab659e355429954757d324e,bridge,hard,hree Men on a Horse is a play by a playwright born in which year ?,George Abbott | Three Men on a Horse,Three Men on a Horse | The Revengers' Comedies | Shakespearean tragedy | The Duchess of Padua | Appius and Virginia | Utpal Dutt | DeObia Oparei | Jeffrey Stanley | Revenge tragedy | Revengers Tragedy | Finding the Sun | Gerard Alessandrini | Critical approaches to Hamlet | Jack Gelber | Art Laboe | Republican Party Reptile | Michael Wynne (playwright) | Bernhard Bötel | The Zoo Story | The Devils (play) | Satyricon | Reed A. Albee | Three Tall Women | 2012 World Thoroughbred Rankings | Gná and Hófvarpnir | Drama Desk Award for Outstanding Solo Performance | 2011 World Thoroughbred Rankings | Romeo and Juliet (1954 film) | Sumie Tanaka | Man from 1997 | List of leading Thoroughbred racehorses | Douglas Ainslie | Armando Mook | 2009 World Thoroughbred Rankings | Drama Desk Award for Outstanding Director | Seumas MacManus | Christian Bale filmography | Brian Dennehy | Open Admissions | Keith Bilbrey | Henrik Dorsin | Aquinas Old Collegians Football Club | Meet Corliss Archer (TV series) | Armand Castelmary | The Tragedy of Romeo and Juliet (film) | Ambroise Thomas | CrissCross | Made in Britain | Lord Byron (opera) | Edward Albee,1,1,1.0,0,0,0.0,0.5,0.5,0.5,1.0,1.0
dense,pooled,5a8b8b3155429949d91db5d7,bridge,hard,What type of activity does Owner earnings and Warren Buffett have in common?,Owner earnings | Warren Buffett,Owner earnings | Warren Buffett | The Warren Buffett Way | Susan Buffett | Buffett Foundation | Howard Warren Buffett | Howard Graham Buffett | Susan Alice Buffett | George D. Buffett | Media proprietor | Jim Puplava | HGGC | Avenue Capital Group | Leeds Equity Partners | Mekong Capital | Sean Healey | Terren Peizer | Jonathan Michael Ansell | Allen &amp; Company Sun Valley Conference | Altruism (ethics) | Court Square Capital Partners | Affiliated Managers Group | Anthony Travers | TaeguTec | Robert's American Gourmet Food | Darrell Crate | Claudio Fernández-Aráoz | Real estate technology | 2013 US Open Series | Lincolnshire Management | Leeann Chin | Arcos Dorados Holdings | Poleconomy | Kohlberg Kravis Roberts | Hyrum W. Smith | Fazoli's | Wes McKinney | Eugene Melnyk | Snack Foods Limited | Thomas Ince: Hollywood's Independent Pioneer | Robin Goldstein | Pat Robertson | Robert Hormats | Bajillion Dollar Propertie$ | James Packer | Carrefour | Noel C. Bloom | John Roach &amp; Sons | RetailMeNot | The Works (restaurant),1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
dense,pooled,5ae7eaf65542994a481bbe1d,bridge,hard,When was the  former Indian cricketer who made his ODI debuts during the 2000 ICC KnockOut Trophy born? ,2000 ICC KnockOut Trophy | Zaheer Khan,"2000 ICC KnockOut Trophy squads | 2000 ICC KnockOut Trophy | 1998 ICC KnockOut Trophy squads | 1998 ICC KnockOut Trophy Final | Kamran Akmal | Mohammad Salman (cricketer, born 1981) | Doug Bollinger | Kamran Rasheed | Sachin Bansal | Fatai Onikeke | Arthur Fielder | Umar Akmal | Wahab Riaz | Sam Davies (cricketer) | Adnan Akmal | Zulqarnain Haider | Duniya Vijay | Mahesh Bhupathi | Zaheer Khan | Rajneesh Duggal | Wayne Parnell | Shoba Chandrasekhar | 2015 Cricket World Cup opening ceremony | Jack Mason | Paresh Mokashi | Kent County Cricket Club in 2011 | Guy Randall-Johnson | Andre Thysse | Kent County Cricket Club in 2013 | Maharshi Raghava | Peter Kingston-Davey | Peter McKay (cricketer) | Imran Ali (cricketer, born 1985) | Kent County Cricket Club in 2010 | Lawrence Austin | Vishwajyoti Higher Secondary School | Alencier Ley Lopez | Chak 86/6.R Sahiwal | Norman Yardley | Vishvendra Singh | Robin Ventura | Sneha (actress) | Lindum Sports Club Ground | Aryanto Yuniawan | Emílio da Silva | Joseph McGrath (film director) | Farhaan Faasil | Siddhartha Jadhav | AFL Rising Star | List of Kent County Cricket Club captains",1,1,1.0,0,0,0.0,0.5,0.5,0.5,0.5,0.5
dense,pooled,5a8c4c625542995e66a475a1,bridge,hard,"Which airplane was this Major test-flying after whom the base, that 514th Flight Test Squadron is stated at, is named?",514th Flight Test Squadron | Hill Air Force Base,"514th Flight Test Squadron | 413th Flight Test Squadron | 419th Flight Test Squadron | 415th Flight Test Flight | 370th Flight Test Squadron | 417th Flight Test Squadron | 10th Flight Test Squadron | 339th Flight Test Squadron | 486th Flight Test Squadron | VMF-111 | VMF-511 | VMF-222 | VMF-452 | VMF-213 | VMF-215 | 122nd Fighter Aviation Squadron | VMF-512 | VMF-221 | 302d Air Division | Hill Air Force Base | No. 2 Squadron RAAF | 410th Bombardment Squadron | VMF-236 | 122nd Hydroplane Liaison Squadron | 122d Fighter Squadron | No. 12 Squadron RAAF | USS Proton (AG-147) | Manfred Meurer | Fighter Pilot: Operation Red Flag | VMAQT-1 | Egon Mayer | Edwin A. Doss | USS Belleau Wood (CVL-24) | Colgan Air Flight 9446 | Georges Madon | Ayesha Farooq | Paul Zorner | Wooster and Davis | LeRoy W. Homer Jr. Foundation | Manned Orbital Development System | Camp Pedricktown radar station | 122nd (Muskoka) Battalion, CEF | Eldorado Air Force Station | Marietta Air Force Station | Topsham Air Force Station | FedEx Express Flight 80 | Albert Ball | Air Tahoma Flight 185 | Summit Air Flight 409 | EgyptAir Flight 990",1,1,1.0,0,0,0.0,0.5,0.5,0.5,1.0,1.0
dense,pooled,5a818387554299260e20a291,bridge,hard,"Based on a True Story... is an album by which country music star, with the single My Eyes?",Based on a True Story... | My Eyes (Blake Shelton song),My Eyes (Blake Shelton song) | Country Music Star No. 1 | Based on a True Story... | An Imaginary Country | List of songs recorded by Ellie Goulding | Where It's At (album) | My Eyes Adored You | Bradley Gaskin | Still Restless | Steers &amp; Stripes | Life of a Ghost | Adam Craig (singer-songwriter) | Nashville Rebel (box set) | High Lonesome (Randy Travis album) | Can't Take My Eyes Off You | Seein' Red (Dustin Lynch song) | Headlines! | Lonestar discography | Call Me Up in Dreamland | Buried Country | Old 8×10 | Clinton Walker | Billy Ray Cyrus discography | Truly | Randy Travis | Hometown News | Mind Reader (Dustin Lynch song) | The Foundation (Zac Brown Band album) | On My Mind (Ellie Goulding song) | She's Got the Rhythm (And I Got the Blues) | The Bama Band | Kill the Lights (Luke Bryan album) | In Country | Stay (Sugarland song) | M Music &amp; Musicians | In My Country There Is Problem | Cowboys and Angels (Dustin Lynch song) | Did It in a Minute | Mind If We Make Love to You | Leah Flanagan | This Is Me (Randy Travis album) | The Long Road Home | My Beautiful Dark Twisted Fantasy | Pasek and Paul | Numb (Rihanna song) | One Night (ELO Part II album) | Perfect Day (Cascada album) | A Lot About Livin' (And a Little 'bout Love) | Jungle (X Ambassadors and Jamie N Commons song) | The Burning Red,1,1,1.0,0,1,1.0,0.5,1.0,1.0,1.0,1.0
dense,pooled,5ab978855542996be2020512,bridge,hard,"Over how many centuries were the ""dwelling place of the dead"" built?",Flaming Feather | Montezuma Castle National Monument,"List of oldest synagogues | Patan minara | Tabernacle | History of England | Heaven in Judaism | Château de Druyes | Langston Hughes House | Oldest synagogues in the United Kingdom | Asante Traditional Buildings | Sculptured House | Christian Death | Capetian dynasty | Montezuma Castle National Monument | Spalding War Memorial | Fensalir | Dead Jesus | Aisne-Marne American Cemetery and Memorial | Guanche mummies | Fred H. Hale Sr. | Vídbláin | Indigenous peoples of Florida | Garden Island Naval Chapel | Desert kite | Groups of Traditional Buildings | Buried Country | Arras Flying Services Memorial | History of Wales | New Palace, Kolhapur | Alamein Memorial | Durotriges | Manhattan Life Insurance Building | New York Life Insurance Building (Montreal) | Columba de Dunbar | Tell El Sakan | Governor's House, Knutsford | Tower Hill Memorial | Shakespeare Public House, Bristol | Château Élysée | Old Frisian | Quaternary | Djamaâ el Kebir | Edmund Sharpe | Livesey Hall War Memorial | List of ancient spiral stairs | Dukenfield Hall | Imanishi family's House | Spynie Palace | Jacques Androuet II du Cerceau | Pestsäule, Vienna | Charles Deaton",0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
dense,pooled,5ae63dad55429929b0807afe,bridge,hard,"When was the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush"" was based born? ",Here We Go Round the Mulberry Bush (film) | Hunter Davies,Here We Go Round the Mulberry Bush (film) | Here We Go Round the Mulberry Bush (disambiguation) | Here We Go Round the Mulberry Bush | Here We Go Round the Mulberry Bush (Traffic song) | Michael Finnegan (song) | The Wheels on the Bus | Clive Donner | Christopher Mitchell (actor) | H. Bedford-Jones | Roald Dahl | Eric Ambler | Wendell Berry | Summer of the Monkeys | Maurice Walsh | C. Hugh Holman | Winfred Blevins | Richard Marsh (author) | The Roald Dahl Treasury | Ian McEwan | Roald Dahl short stories bibliography | William Goldman | Sheep (novel) | J. G. Farrell | George Abbott | John MacGregor | Alexander Gordon Smith | Jay Cronley | W. F. Morris | Langston Hughes | Thomas Gordon (writer) | Norwegian Wood (novel) | Richard Ford | The Birds on the Trees | The Wind-Up Bird Chronicle | Henry Roth | Irish prose fiction | John Waters | London Review of Books | Melissa Fay Greene | Orlando: A Biography | Dance Dance Dance (novel) | Who Goes There? (collection) | Rick Wilber | Clinton Walker | James P. Comer | The Best of Roald Dahl | Thomas H. Ince | A Good Man Is Hard to Find and Other Stories | Bedale | David Yates,1,1,1.0,0,0,0.0,0.5,0.5,0.5,1.0,1.0
dense,pooled,5a7a455c5542994f819ef1a7,comparison,hard,"Who died first, George Archainbaud or Ralph Murphy?",George Archainbaud | Ralph Murphy,"George Archainbaud | George W. Macfarlane | John Ingram McMorran | Ralph Murphy | George V | Henry Hall (American revolution) | Fred H. Hale Sr. | Walt Zeboski | Ronald Reagan | Henry P. Haney | George Cayley | Ralph Ince | Tostig Godwinson | Friedrich Wilhelm von Steuben | George Reynolds (Mormon) | Baron Berkeley of Stratton | Alfred Gell | Ernest Foot | E. J. Carroll | Arras Flying Services Memorial | William Allen White | Roger O. Egeberg | Les Irwin | George Abbott | Albert Ball | Death of Abdul Wali | Samuel Poe | Georges Madon | George II, Earl of March | James Howard Williams | Charles Hastings Judd | Richard Nixon | George I, Earl of March | Mark Castillo | Henri Bergson | Dewey Beard | Livesey Hall War Memorial | Owsley Stanley | Joe Gilmore | Edgar Kaiser Jr. | Michael Atkinson | W. E. Johns | Robert Smith (Illinois politician) | Togodumnus | John Hartmann | Giuseppe Arimondi | Speeches and debates of Ronald Reagan | Peter Hall (director) | Brian C. Bialiy | George H. W. Bush",1,1,1.0,0,1,1.0,0.5,1.0,1.0,1.0,1.0
dense,pooled,5a7dcc775542990b8f503ab5,bridge,hard,Which component of shellite has the formula (ON)CHOH?,Picric acid | Shellite (explosive),"Shellite (explosive) | Isopropyl alcohol | Aldonic acid | 1-Hexanol | Index of alcohol-related articles | List of fossils with consumulites | Rimstone | Tetrakis(hydroxymethyl)phosphonium chloride | 1-Pentanol | Picric acid | Pachypodium | Compass Minerals | Colonna di San Zanobi, Florence | Xylitol | Roque Cinchado | German auxiliary cruiser Widder | Jean de Chastelet | Xanthoceras | Henkel | Boortsog | Aldosterone | Dukenfield Hall | Bukkehorn | Spangled Unicorn | Sodium-chloride symporter | Bolin (The Legend of Korra) | Otaara | Al Basty | Pashmina | Crataegus pinnatifida | TaeguTec | Hawaii Senate | Hollow-cathode lamp | Zaječická hořká | Vino cotto | Phlebodium aureum | Ratafia | Phlebodium | Piazza Colonna | Anani ben Sason | Udaka vadya | Gajabrishta | Sarod | Silene conoidea | ŠNK Radgona | Pox (drink) | Jello salad | Ascending limb of loop of Henle | Coprosma repens | Penny (The Big Bang Theory)",1,1,1.0,0,0,1.0,0.5,0.5,1.0,1.0,1.0
dense,pooled,5a887bc0554299206df2b2b6,bridge,hard,The Argentine PGA Championship record holder has won how many tournaments worldwide?,Argentine PGA Championship | Roberto De Vicenzo,Argentine PGA Championship | Roberto De Vicenzo | 2006 PGA Championship | Middle Atlantic PGA Championship | Northern California PGA Championship | 1939 PGA Championship | 1940 PGA Championship | 2018 PGA Championship | 2000 PGA Championship | 1977 PGA Championship | 1968 US Open (tennis) | Jorge Lozano | 2013 US Open Series | Petra Kvitová career statistics | 2014 US Open Series | 2017 Australian Open – Men's singles final | Australian Correspondence Chess Championship | 1995 Benson and Hedges Open | 1973 Queen's Club Championships | Caroline Wozniacki career statistics | Francesca Schiavone | Williams sisters | Formula One drivers from Mexico | 1982 French Open – Men's Doubles | Mozarteum Argentino | 2017 US Open Series | 6 Hours of Mexico | Roberta Vinci | 1988 Volvo International – Doubles | 2017 US Open (tennis) | Andy Irons | 2006 Toyota Grand Prix of Long Beach | Jamie Murray career statistics | 1994 Athens International – Doubles | Flavia Pennetta | List of Major League Baseball batting champions | 1998 Toyota Grand Prix of Long Beach | Sandra Reynolds | Ferdi Taygan | 2010–11 Vermont Catamounts men's basketball team | Nora Rocha | Eduardo Portela | Marta Domachowska | 1998 Molson Indy Vancouver | Julian Bolling | 2011 Pan American Games | 2015 Wimbledon Championships – Women's Doubles | Falkland Islands at the 2014 Commonwealth Games | 2012 US Open – Men's singles final | Li Na,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
dense,pooled,5a83880e554299123d8c214e,bridge,hard,Suicide's 1977 released album features a song based on what brand's comic character?,Ghost Rider (Suicide song) | Suicide (1977 album),"Suicide (1977 album) | Ghost Rider (Suicide song) | The Suicide File | Suicide Squad (film) | Disco Bill | Hellogoodbye | Goo Goo Dolls (album) | Bad News (band) | Happy Death Day | Daze (band) | Can't Help Myself | His Band and the Street Choir | The Rats (American band) | Hate Them | No Prima Donna: The Songs of Van Morrison | Vanda &amp; Young | Current Mood | Mad Season (band) | The Joys of Living 2008–2010 | Christian Death | In Death Reborn | Levolution (album) | The Naked Brothers Band: Music from the Movie | Emotional Technology | I Hate Myself (for Loving You) | Yes, Yes, Yes | Anthony Rossomando | Suicide Kings | Yayo (Lana Del Rey song) | Volbeat | Kill the Lights (Luke Bryan album) | Bill's Best Friend | Dead Jesus | Steve Miller Band | Silent Sigh | Seventeen discography | Hallelujah! I'm a Bum (album) | Lana Del Rey (EP) | Infinity Cat Recordings | The Best of Van Morrison Volume 3 | PRhyme | Deadwood (song) | Reckless (Jeremy Camp album) | Thirty Eight (album) | Ungod | Fall Out Boy | Tom Rothrock | Life of a Ghost | The Journey (Immature album) | Ride Out (album)",1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
dense,pooled,5a879adb5542996e4f30887f,bridge,hard,What other political position did the person who introduced the DISCLOSE Act hold?,Chris Van Hollen | DISCLOSE Act,"DISCLOSE Act | Public Law 113-167 | Campaign finance reform in the United States | Modernization of Investigative Techniques Act | Craig v. Boren | Harris G. Mirkin | Executive Order 10925 | Mark Whitacre | Office of Population Affairs | Berghuis v. Thompkins | Rostker v. Goldberg | Franklin D. Roosevelt's record on civil rights | Loan modification in the United States | Edward E. Cox | Richard Socarides | Peter W. Smith | Once Upon a Secret | William H. Ginsburg | Douglas J. Bennet | Pamela Gilbert | 80th United States Congress | Thomas Gordon (writer) | EvidenceNetwork.ca | Neil Blair | Trump campaign–Russian meeting | Roger O. Egeberg | Royal Marriages Act 1772 | Lewinsky scandal | List of largest pharmaceutical settlements | Donald Trump presidential campaign, 2000 | Selle v. Gibb | Secretary of State for Constitutional Affairs | William Allen White | Nancy Soderberg | Baker v. Nelson | Village accountant | Vatican leaks scandal | Thomas H. Ince | Commissioner v. Banks | List of The Thick of It characters | Ex Pistols | Truth Initiative | Compliance (film) | Holden-Keating Gang | Alfred Balk | Lavr Kornilov | Lau Kong Yung v Director of Immigration | Robert Suettinger | Every Voice | The Assault on Truth",1,1,1.0,0,0,0.0,0.5,0.5,0.5,1.0,1.0
dense,pooled,5add11935542994734353827,comparison,hard,Were the bands Skin Yard and Ostava from the U.S.?,Ostava | Skin Yard,"Skin Yard | Ostava | Skin Yard (album) | Jack Endino | Daniel House | Au Pairs (band) | The Beach Boys | Mark Arm | The Smalls | Suffrajett | For Against | Join Hands | The Caledonia Soul Orchestra | Truly | Gruntruck | Steeltown (band) | Aurelio Valle | Ophur | List of Canned Heat members | Bamboo (band) | Bad News (band) | Seminole music | Lostprophets | The Suicide File | Wool on Wolves | Local H | Matt Cameron | Supagroup | Christian Death | American Beauty/American Psycho Tour | Cat Butt | INXS | Buck-Tick | Chris Hanzsek | Azra | Hanna–McEuen | Oh, No! Not THEM! | Something for the Rest of Us | Tappi Tíkarrass | Masami Tsuchiya | Fireflight | Boots (EP) | Hall &amp; Oates | Operation Mojo | Playground Twist | Sean Yseult | Test Icicles | Mark Castillo | The Flowers of Romance (band) | Chixdiggit",1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
